1,0.9262,0.9273,0.9283,0.9355,0.9266,0.92878,0.0038401823
2,0.6773,0.6702,0.6711,0.6681,0.671,0.67154,0.003438459
3,0.5544,0.5509,0.5497,0.5478,0.5535,0.55126,0.0027116416
4,0.4786,0.4795,0.4828,0.4771,0.4821,0.48002,0.0023910249
5,0.4415,0.4288,0.4322,0.4301,0.4383,0.43418,0.0054787772
6,0.4005,0.3986,0.4022,0.4001,0.4014,0.40056,0.0013649176
7,0.3787,0.3765,0.3764,0.3739,0.3838,0.37786,0.0037300134
8,0.3616,0.3536,0.3595,0.352,0.3616,0.35766,0.0045538994
9,0.3426,0.3427,0.3417,0.338,0.3467,0.34234,0.0031004838
10,0.3312,0.3296,0.3295,0.3245,0.3333,0.32962,0.0032506922
11,0.3215,0.3206,0.3198,0.3195,0.3246,0.3212,0.0020530465
12,0.3127,0.3096,0.3104,0.3058,0.3168,0.31106,0.0040580784
13,0.3052,0.3014,0.3041,0.3033,0.3117,0.30514,0.0039208417
14,0.3022,0.2974,0.2987,0.295,0.3027,0.2992,0.0032549962
15,0.2998,0.2916,0.2953,0.2907,0.2991,0.2953,0.0041695323
16,0.2928,0.2866,0.29,0.2858,0.2932,0.28968,0.0034193567
17,0.289,0.2833,0.2862,0.2835,0.2933,0.28706,0.0041908233
18,0.2864,0.2788,0.2834,0.2797,0.2877,0.2832,0.0039414464
19,0.2825,0.2789,0.2806,0.2765,0.2873,0.28116,0.0040814213
20,0.28,0.2739,0.2795,0.2771,0.2819,0.27848,0.0030792856
21,0.2781,0.2717,0.2784,0.2734,0.279,0.27612,0.0033297147
22,0.277,0.2704,0.2744,0.2722,0.2776,0.27432,0.0030744105
23,0.275,0.2681,0.2715,0.2713,0.2748,0.27214,0.0028588459
24,0.2729,0.267,0.2729,0.2684,0.2748,0.2712,0.003324906
25,0.2696,0.2649,0.2678,0.2671,0.2736,0.2686,0.0032626676
26,0.2692,0.2657,0.2664,0.2648,0.2749,0.2682,0.0040908434
27,0.2711,0.2612,0.2669,0.2642,0.2728,0.26724,0.0047867526
28,0.2665,0.2618,0.2656,0.2627,0.27,0.26532,0.0032645061
29,0.267,0.2609,0.2664,0.2624,0.27,0.26534,0.0036726013
30,0.2642,0.26,0.2651,0.2631,0.2708,0.26464,0.0039449968
31,0.2654,0.261,0.2639,0.26,0.272,0.26446,0.0047410969
32,0.264,0.2608,0.2641,0.2619,0.271,0.26436,0.0039690049
33,0.2631,0.2588,0.2649,0.2619,0.2669,0.26312,0.0030662681
34,0.2648,0.2567,0.2627,0.2604,0.2681,0.26254,0.0043223836
35,0.2642,0.258,0.2604,0.2604,0.2687,0.26234,0.0041914198
36,0.2658,0.2588,0.2623,0.2569,0.2677,0.2623,0.0045502747
37,0.2636,0.2592,0.2615,0.2583,0.2679,0.2621,0.0038438262
38,0.2633,0.2588,0.2608,0.2607,0.2673,0.26218,0.0032782617
1,,0.2591,0.2597,0.2555,,0.2581,0.0022715633
2,,,0.2606,0.2559,,0.25825,0.0033234019
3,,,0.2605,0.2546,,0.25755,0.00417193
4,,,0.2607,0.2547,,0.2577,0.0042426407
5,,,0.259,0.2566,,0.2578,0.0016970563
6,,,0.259,0.256,,0.2575,0.0021213203
7,,,0.2585,0.2524,,0.25545,0.0043133514
8,,,0.2598,0.2558,,0.2578,0.0028284271
9,,,0.2555,0.2549,,0.2552,0.0004242641
10,,,0.2558,0.256,,0.2559,0.0001414214
11,,,0.2608,0.2542,,0.2575,0.0046669048
12,,,0.26,0.2542,,0.2571,0.0041012193
13,,,0.2587,,,0.2587,#DIV/0!
14,,,0.2568,,,0.2568,#DIV/0!
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
