1,0.9262
2,0.6773
3,0.5544
4,0.4786
5,0.4415
6,0.4005
7,0.3787
8,0.3616
9,0.3426
10,0.3312
11,0.3215
12,0.3127
13,0.3052
14,0.3022
15,0.2998
16,0.2928
17,0.289
18,0.2864
19,0.2825
20,0.28
21,0.2781
22,0.277
23,0.275
24,0.2729
25,0.2696
26,0.2692
27,0.2711
28,0.2665
29,0.267
30,0.2642
31,0.2654
32,0.264
33,0.2631
34,0.2648
35,0.2642
36,0.2658
37,0.2636
38,0.2633
1,0.9273
2,0.6702
3,0.5509
4,0.4795
5,0.4288
6,0.3986
7,0.3765
8,0.3536
9,0.3427
10,0.3296
11,0.3206
12,0.3096
13,0.3014
14,0.2974
15,0.2916
16,0.2866
17,0.2833
18,0.2788
19,0.2789
20,0.2739
21,0.2717
22,0.2704
23,0.2681
24,0.267
25,0.2649
26,0.2657
27,0.2612
28,0.2618
29,0.2609
30,0.26
31,0.261
32,0.2608
33,0.2588
34,0.2567
35,0.258
36,0.2588
37,0.2592
38,0.2588
39,0.2591
1,0.9283
2,0.6711
3,0.5497
4,0.4828
5,0.4322
6,0.4022
7,0.3764
8,0.3595
9,0.3417
10,0.3295
11,0.3198
12,0.3104
13,0.3041
14,0.2987
15,0.2953
16,0.29
17,0.2862
18,0.2834
19,0.2806
20,0.2795
21,0.2784
22,0.2744
23,0.2715
24,0.2729
25,0.2678
26,0.2664
27,0.2669
28,0.2656
29,0.2664
30,0.2651
31,0.2639
32,0.2641
33,0.2649
34,0.2627
35,0.2604
36,0.2623
37,0.2615
38,0.2608
39,0.2597
40,0.2606
41,0.2605
42,0.2607
43,0.259
44,0.259
45,0.2585
46,0.2598
47,0.2555
48,0.2558
49,0.2608
50,0.26
51,0.2587
52,0.2568
1,0.9355
2,0.6681
3,0.5478
4,0.4771
5,0.4301
6,0.4001
7,0.3739
8,0.352
9,0.338
10,0.3245
11,0.3195
12,0.3058
13,0.3033
14,0.295
15,0.2907
16,0.2858
17,0.2835
18,0.2797
19,0.2765
20,0.2771
21,0.2734
22,0.2722
23,0.2713
24,0.2684
25,0.2671
26,0.2648
27,0.2642
28,0.2627
29,0.2624
30,0.2631
31,0.26
32,0.2619
33,0.2619
34,0.2604
35,0.2604
36,0.2569
37,0.2583
38,0.2607
39,0.2555
40,0.2559
41,0.2546
42,0.2547
43,0.2566
44,0.256
45,0.2524
46,0.2558
47,0.2549
48,0.256
49,0.2542
50,0.2542
1,0.9266
2,0.671
3,0.5535
4,0.4821
5,0.4383
6,0.4014
7,0.3838
8,0.3616
9,0.3467
10,0.3333
11,0.3246
12,0.3168
13,0.3117
14,0.3027
15,0.2991
16,0.2932
17,0.2933
18,0.2877
19,0.2873
20,0.2819
21,0.279
22,0.2776
23,0.2748
24,0.2748
25,0.2736
26,0.2749
27,0.2728
28,0.27
29,0.27
30,0.2708
31,0.272
32,0.271
33,0.2669
34,0.2681
35,0.2687
36,0.2677
37,0.2679
38,0.2673
